Modelo exacto			Heuristica
FO	Ordenes	Tiempo	FO	Ordenes	Tiempo
Iteración: 0
43.95000000000002	41.0	32.25
hormigas: 20 iteraciones:20	43.35000000000001	41	7.03	43.30000000000002	41	7.09	43.300000000000004	41	7.13	43.300000000000004	41	7.18	43.30000000000001	41	7.15	43.30000000000001	41	7.27	43.350000000000016	41	7.19	43.35000000000001	41	7.29	43.250000000000014	41	7.18	43.350000000000016	41	7.25	43.35000000000001	41	7.09	43.350000000000016	41	7.17	43.35000000000001	41	7.24	43.30000000000001	41	7.31	43.30000000000001	41	7.16	43.30000000000001	41	7.41	43.30000000000001	41	7.49	43.29500000000001	41	7.31	43.35000000000001	41	6.84	43.30000000000001	41	6.81
hormigas: 30 iteraciones:20	43.35000000000001	41	10.17	43.350000000000016	41	11.06	43.350000000000016	41	10.24	43.35000000000001	41	10.33	43.35000000000001	41	10.58	43.35000000000001	41	10.64	43.35	41	10.63	43.35000000000001	41	10.6	43.35	41	10.61	43.35000000000001	41	10.7	43.35000000000001	41	10.64	43.350000000000016	41	10.8	43.350000000000016	41	10.86	43.35000000000001	41	10.62	43.30000000000001	41	10.6	43.30000000000002	41	10.5	43.35000000000001	41	10.55	43.350000000000016	41	10.52	43.35000000000001	41	10.61	43.35000000000001	41	10.7
hormigas: 40 iteraciones:20	43.35000000000001	41	14.18	43.30000000000002	41	14.3	43.350000000000016	41	14.22	43.35000000000001	41	15.66	43.30000000000002	41	14.36	43.350000000000016	41	13.95	43.35000000000001	41	14.57	43.35000000000001	41	14.42	43.35000000000001	41	14.62	43.30000000000002	41	14.7	43.350000000000016	41	15.62	43.30000000000002	41	14.2	43.35000000000001	41	14.55	43.35000000000001	41	14.57	43.35000000000001	41	14.55	43.350000000000016	41	14.51	43.35000000000001	41	14.63	43.35000000000001	41	14.42	43.30000000000001	41	14.73	43.35000000000001	41	14.48
hormigas: 50 iteraciones:20	43.35000000000001	41	18.89	43.350000000000016	41	18.3	43.35000000000001	41	18.64	43.350000000000016	41	18.34	43.35000000000001	41	22.97	43.350000000000016	41	21.5	43.35000000000001	41	20.01	43.35000000000001	41	20.92	43.350000000000016	41	20.98	43.35000000000001	41	22.12	43.35000000000001	41	23.48	43.35000000000001	41	18.64	43.35000000000001	41	20.89	43.35000000000001	41	18.23	43.35000000000001	41	18.37	43.350000000000016	41	17.18	43.35000000000001	41	16.62	43.35000000000001	41	16.8	43.35000000000001	41	16.98	43.35000000000001	41	17.13
hormigas: 60 iteraciones:20	43.35000000000001	41	20.24	43.350000000000016	41	20.5	43.350000000000016	41	20.05	43.30000000000001	41	20.1	43.35000000000001	41	20.26	43.350000000000016	41	20.37	43.30000000000002	41	20.26	43.35000000000001	41	20.16	43.350000000000016	41	20.94	43.35000000000001	41	20.45	43.350000000000016	41	20.66	43.350000000000016	41	20.51	43.350000000000016	41	20.61	43.350000000000016	41	20.49	43.35000000000001	41	20.44	43.350000000000016	41	20.52	43.35000000000001	41	20.66	43.35	41	20.44	43.35000000000001	41	20.42	43.35000000000001	41	20.47
hormigas: 70 iteraciones:20	43.30000000000002	41	24.68	43.350000000000016	41	26.51	43.35000000000001	41	24.51	43.350000000000016	41	24.67	43.35	41	24.14	43.35000000000001	41	25.43	43.35000000000001	41	27.18	43.35000000000001	41	24.38	43.35	41	26.45	43.35000000000001	41	23.71	43.35000000000001	41	28.24	43.350000000000016	41	23.6	43.350000000000016	41	24.27	43.350000000000016	41	24.28	43.30000000000001	41	23.65	43.350000000000016	41	22.97	43.35000000000001	41	22.25	43.35000000000001	41	24.15	43.350000000000016	41	22.82	43.350000000000016	41	22.77
hormigas: 80 iteraciones:20	43.35000000000001	41	25.59	43.35000000000001	41	25.52	43.35000000000001	41	25.73	43.30000000000001	41	25.47	43.350000000000016	41	25.64	43.35000000000001	41	25.89	43.35000000000001	41	25.5	43.35000000000001	41	26.72	43.350000000000016	41	25.76	43.350000000000016	41	25.78	43.35000000000001	41	25.53	43.350000000000016	41	26.46	43.35000000000001	41	26.36	43.350000000000016	41	25.97	43.35000000000001	41	25.62	43.350000000000016	41	25.78	43.350000000000016	41	25.96	43.350000000000016	41	25.8	43.35000000000001	41	25.67	43.350000000000016	41	25.74
hormigas: 90 iteraciones:20	43.35000000000001	41	28.89	43.350000000000016	41	29.01	43.35000000000001	41	28.65	43.35000000000001	41	28.82	43.350000000000016	41	28.99	43.35000000000001	41	28.69	43.350000000000016	41	28.89	43.35000000000001	41	28.91	43.350000000000016	41	28.68	43.35000000000001	41	28.99	43.35000000000001	41	28.81	43.350000000000016	41	28.86	43.35000000000001	41	29.15	43.350000000000016	41	29.03	43.350000000000016	41	29.38	43.35000000000001	41	28.67	43.35000000000001	41	29.03	43.35000000000001	41	29.11	43.350000000000016	41	29.01	43.350000000000016	41	28.83
hormigas: 10 iteraciones:30	43.35000000000001	41	5.13	43.350000000000016	41	4.85	43.35000000000001	41	4.81	43.30000000000001	41	4.89	43.35000000000001	41	4.85	43.30000000000001	41	4.94	43.35000000000001	41	4.81	43.30000000000001	41	4.85	43.30000000000001	41	4.9	43.35000000000001	41	4.84	43.35000000000001	41	4.81	43.35000000000001	41	4.93	43.35000000000001	41	4.8	43.30000000000001	41	4.89	43.30000000000002	41	4.91	43.30000000000001	41	4.9	43.30000000000002	41	4.85	43.35000000000001	41	4.9	43.300000000000004	41	4.86	43.30000000000001	41	4.84
hormigas: 20 iteraciones:30	43.35000000000001	41	9.68	43.30000000000001	41	9.72	43.30000000000001	41	9.8	43.35000000000001	41	10.16	43.35000000000001	41	9.69	43.30000000000001	41	9.78	43.30000000000002	41	9.69	43.350000000000016	41	9.76	43.350000000000016	41	9.69	43.35000000000001	41	9.81	43.35000000000001	41	9.8	43.30000000000002	41	9.73	43.35000000000001	41	9.83	43.35000000000001	41	9.77	43.35000000000001	41	9.85	43.30000000000001	41	9.76	43.30000000000001	41	9.69	43.30000000000002	41	9.71	43.30000000000001	41	9.66	43.35000000000001	41	9.65
hormigas: 30 iteraciones:30	43.35000000000001	41	14.66	43.35000000000001	41	14.52	43.35000000000001	41	14.69	43.35000000000001	41	14.59	43.350000000000016	41	14.71	43.30000000000001	41	14.51	43.35000000000001	41	14.56	43.35000000000001	41	14.79	43.30000000000002	41	14.62	43.35000000000001	41	14.95	43.35000000000001	41	14.67	43.35000000000001	41	14.52	43.35000000000001	41	14.55	43.35000000000001	41	14.48	43.350000000000016	41	14.47	43.35000000000001	41	14.91	43.35000000000001	41	14.62	43.35000000000001	41	14.63	43.35000000000001	41	14.69	43.35000000000001	41	14.54
hormigas: 40 iteraciones:30	43.35000000000001	41	19.6	43.35000000000001	41	19.47	43.35000000000001	41	19.52	43.35000000000001	41	19.65	43.35000000000001	41	19.68	43.350000000000016	41	19.33	43.35000000000001	41	19.3	43.350000000000016	41	19.54	43.350000000000016	41	19.64	43.350000000000016	41	19.56	43.35000000000001	41	19.93	43.35000000000001	41	19.64	43.350000000000016	41	19.44	43.350000000000016	41	19.45	43.35000000000001	41	19.57	43.350000000000016	41	19.46	43.35000000000001	41	19.64	43.35000000000001	41	19.47	43.35000000000001	41	19.47	43.35000000000001	41	19.65
hormigas: 50 iteraciones:30	43.35000000000001	41	24.31	43.35000000000001	41	25.43	43.35000000000001	41	27.84	43.35000000000001	41	25.29	43.35000000000001	41	25.25	43.35000000000001	41	25.77	43.350000000000016	41	25.03	43.35000000000001	41	24.3	43.35000000000001	41	24.46	43.35000000000001	41	24.37	43.35000000000001	41	24.31	43.350000000000016	41	24.59	43.350000000000016	41	24.45	43.35000000000001	41	24.52	43.350000000000016	41	24.43	43.35000000000001	41	24.25	43.350000000000016	41	24.34	43.35000000000001	41	24.4	43.30000000000002	41	24.55	43.35000000000001	41	24.37
hormigas: 60 iteraciones:30	43.35000000000001	41	29.16	43.350000000000016	41	29.02	43.350000000000016	41	29.27	43.350000000000016	41	29.43	43.350000000000016	41	29.14	43.350000000000016	41	29.58	43.350000000000016	41	28.95	43.350000000000016	41	29.24	43.350000000000016	41	29.46	43.350000000000016	41	29.36	43.350000000000016	41	29.04	43.35000000000001	41	29.33	43.350000000000016	41	28.92	43.350000000000016	41	29.09	43.35000000000001	41	28.86	43.350000000000016	41	29.34	43.35000000000001	41	29.26	43.350000000000016	41	29.56	43.35000000000001	41	29.03	43.35000000000001	41	28.84
hormigas: 70 iteraciones:30	43.350000000000016	41	33.78	43.350000000000016	41	33.9	43.350000000000016	41	34.21	43.350000000000016	41	33.74	43.350000000000016	41	33.75	43.35000000000001	41	33.89	43.35000000000001	41	33.97	43.350000000000016	41	33.95	43.350000000000016	41	33.78	43.350000000000016	41	33.74	43.350000000000016	41	34.14	43.35000000000001	41	33.96	43.35000000000001	41	34.19	43.35000000000001	41	33.99	43.35000000000001	41	33.74	43.35000000000001	41	33.97	43.35000000000001	41	33.68	43.35000000000001	41	33.93	43.35000000000001	41	33.75	43.350000000000016	41	34.07
hormigas: 80 iteraciones:30	43.35000000000001	41	38.54	43.350000000000016	41	38.75	43.350000000000016	41	38.94	43.350000000000016	41	39.08	43.350000000000016	41	38.95	43.350000000000016	41	38.79	43.350000000000016	41	38.86	43.35000000000001	41	39.06	43.350000000000016	41	38.65	43.350000000000016	41	39.08	43.350000000000016	41	38.88	43.350000000000016	41	38.79	43.350000000000016	41	39.06	43.350000000000016	41	38.78	43.350000000000016	41	39.02	43.35000000000001	41	38.79	43.35000000000001	41	38.87	43.350000000000016	41	39.15	43.350000000000016	41	38.95	43.35000000000001	41	38.74
hormigas: 90 iteraciones:30	43.350000000000016	41	43.54	43.350000000000016	41	43.59	43.35000000000001	41	43.55	43.350000000000016	41	43.65	43.350000000000016	41	43.49	43.35000000000001	41	43.98	43.350000000000016	41	43.37	43.35000000000001	41	43.88	43.35000000000001	41	43.68	43.350000000000016	41	43.61	43.35000000000001	41	43.48	43.350000000000016	41	43.65	43.350000000000016	41	43.96	43.35000000000001	41	43.76	43.350000000000016	41	43.38	43.35000000000001	41	43.87	43.350000000000016	41	43.67	43.350000000000016	41	43.62	43.35000000000001	41	43.76	43.35000000000001	41	43.67
hormigas: 10 iteraciones:40	43.35	41	6.53	43.35000000000001	41	6.49	43.30000000000001	41	6.59	43.350000000000016	41	6.47	43.30000000000002	41	6.51	43.35000000000001	41	6.51	43.30000000000001	41	6.44	43.35000000000001	41	6.64	43.35000000000001	41	6.53	43.30000000000002	41	6.59	43.30000000000002	41	6.53	43.35000000000001	41	6.58	43.35000000000001	41	6.54	43.250000000000014	41	6.39	43.35000000000001	41	6.48	43.35000000000001	41	6.51	43.30000000000001	41	6.49	43.30000000000002	41	6.51	43.30000000000001	41	6.79	43.30000000000001	41	6.44
hormigas: 20 iteraciones:40	43.350000000000016	41	12.94	43.30000000000002	41	12.83	43.35000000000001	41	12.89	43.30000000000002	41	13.07	43.350000000000016	41	12.96	43.35000000000001	41	13.06	43.35000000000001	41	12.93	43.30000000000001	41	13.12	43.35000000000001	41	13.01	43.350000000000016	41	13.05	43.35000000000001	41	12.83	43.30000000000001	41	12.91	43.35000000000001	41	12.93	43.30000000000002	41	12.82	43.35000000000001	41	12.98	43.35000000000001	41	12.94	43.35000000000001	41	12.96	43.35000000000001	41	13.25	43.350000000000016	41	12.93	43.35000000000001	41	12.97
hormigas: 30 iteraciones:40	43.30000000000002	41	19.39	43.350000000000016	41	19.56	43.35000000000001	41	19.4	43.350000000000016	41	19.36	43.35000000000001	41	19.37	43.35000000000001	41	19.34	43.35000000000001	41	19.2	43.350000000000016	41	19.73	43.35000000000001	41	19.41	43.35000000000001	41	19.37	43.35000000000001	41	19.43	43.350000000000016	41	19.28	43.35000000000001	41	22.48	43.35000000000001	41	21.9	43.30000000000002	41	20.17	43.350000000000016	41	20.73	43.30000000000001	41	22.56	43.35000000000001	41	22.85	43.35000000000001	41	22.8	43.350000000000016	41	22.04
hormigas: 40 iteraciones:40	43.35000000000001	41	26.08	43.35000000000001	41	26.02	43.350000000000016	41	26.12	43.350000000000016	41	26.24	43.350000000000016	41	25.94	43.35000000000001	41	26.12	43.350000000000016	41	26.21	43.350000000000016	41	25.84	43.35000000000001	41	26.56	43.35000000000001	41	25.77	43.35	41	25.93	43.350000000000016	41	25.92	43.35000000000001	41	25.72	43.350000000000016	41	25.82	43.350000000000016	41	26.02	43.350000000000016	41	26.11	43.350000000000016	41	25.62	43.35000000000001	41	26.04	43.35000000000001	41	25.96	43.350000000000016	41	26.03
hormigas: 50 iteraciones:40	43.35000000000001	41	32.61	43.350000000000016	41	32.7	43.35000000000001	41	32.4	43.35000000000001	41	32.45	43.350000000000016	41	32.55	43.350000000000016	41	32.68	43.35000000000001	41	32.51	43.350000000000016	41	32.44	43.350000000000016	41	32.41	43.350000000000016	41	32.49	43.35000000000001	41	32.45	43.350000000000016	41	32.6	43.35000000000001	41	32.27	43.350000000000016	41	32.9	43.350000000000016	41	32.41	43.35000000000001	41	32.41	43.350000000000016	41	32.57	43.35000000000001	41	37.95	43.35000000000001	41	35.36	43.35000000000001	41	36.04
hormigas: 60 iteraciones:40	43.350000000000016	41	43.27	43.35000000000001	41	43.43	43.35000000000001	41	44.67	43.35000000000001	41	46.13	43.35000000000001	41	44.94	43.35000000000001	41	44.43	43.350000000000016	41	46.73	43.350000000000016	41	44.28	43.350000000000016	41	48.12	43.350000000000016	41	58.65	43.350000000000016	41	46.12	43.350000000000016	41	51.64	43.350000000000016	41	52.25	43.350000000000016	41	46.88	43.35	41	45.0	43.35000000000001	41	44.83	43.350000000000016	41	45.41	43.35000000000001	41	45.37	43.35000000000001	41	46.23	43.350000000000016	41	45.57
hormigas: 70 iteraciones:40	43.350000000000016	41	53.25	43.35000000000001	41	54.9	43.35000000000001	41	52.82	43.350000000000016	41	53.01	43.350000000000016	41	53.03	43.350000000000016	41	53.36	43.350000000000016	41	52.83	43.350000000000016	41	52.94	43.350000000000016	41	54.23	43.350000000000016	41	51.38	43.350000000000016	41	60.08	43.350000000000016	41	53.87	43.350000000000016	41	57.39	43.350000000000016	41	60.9	43.350000000000016	41	61.17	43.350000000000016	41	52.72	43.35000000000001	41	53.06	43.350000000000016	41	55.85	43.350000000000016	41	54.5	43.350000000000016	41	54.53
hormigas: 80 iteraciones:40	43.35000000000001	41	62.2	43.350000000000016	41	65.78	43.350000000000016	41	62.95	43.350000000000016	41	65.11	43.35000000000001	41	63.78	43.350000000000016	41	62.93	43.35000000000001	41	63.13	43.35000000000001	41	62.94	43.350000000000016	41	64.43	43.350000000000016	41	65.03	43.350000000000016	41	77.9	43.35000000000001	41	68.64	43.350000000000016	41	84.12	43.35000000000001	41	72.61	43.350000000000016	41	71.03	43.35000000000001	41	71.96	43.350000000000016	41	64.32	43.35000000000001	41	63.39	43.350000000000016	41	63.38	43.350000000000016	41	75.15
hormigas: 90 iteraciones:40	43.350000000000016	41	77.14	43.350000000000016	41	69.92	43.350000000000016	41	83.58	43.350000000000016	41	85.1	43.350000000000016	41	80.8	43.35000000000001	41	68.88	43.350000000000016	41	73.62	43.35000000000001	41	72.16	43.350000000000016	41	73.24	43.350000000000016	41	78.67	43.350000000000016	41	72.06	43.35000000000001	41	81.64	43.350000000000016	41	70.45	43.350000000000016	41	68.14	43.350000000000016	41	68.68	43.350000000000016	41	72.48	43.350000000000016	41	74.78	43.350000000000016	41	68.88	43.35000000000001	41	85.46	43.350000000000016	41	93.46
hormigas: 10 iteraciones:50	43.30000000000001	41	15.08	43.35000000000001	41	10.16	43.350000000000016	41	9.88	43.35000000000001	41	10.94	43.35	41	11.36	43.350000000000016	41	10.35	43.30000000000001	41	11.24	43.350000000000016	41	11.27	43.35000000000001	41	10.43	43.30000000000001	41	11.04	43.30000000000001	41	10.84	43.350000000000016	41	9.27	43.30000000000001	41	9.22	43.300000000000004	41	9.63	43.30000000000002	41	9.1	43.35000000000001	41	12.42	43.30000000000001	41	11.42	43.30000000000002	41	8.84	43.30000000000001	41	9.25	43.35000000000001	41	9.35
hormigas: 20 iteraciones:50	43.35000000000001	41	19.22	43.35000000000001	41	20.13	43.35000000000001	41	19.04	43.35000000000001	41	18.05	43.35000000000001	41	17.98	43.35000000000001	41	19.68	43.350000000000016	41	18.31	43.35000000000001	41	17.6	43.30000000000001	41	17.57	43.30000000000002	41	17.66	43.350000000000016	41	17.24	43.35	41	17.56	43.35000000000001	41	17.61	43.35000000000001	41	17.54	43.35000000000001	41	17.88	43.35000000000001	41	17.75	43.35000000000001	41	17.72	43.35000000000001	41	18.95	43.35000000000001	41	17.78	43.35000000000001	41	17.55
hormigas: 30 iteraciones:50	43.350000000000016	41	26.68	43.350000000000016	41	26.34	43.35000000000001	41	26.31	43.35000000000001	41	26.17	43.35000000000001	41	27.64	43.35000000000001	41	25.93	43.350000000000016	41	26.41	43.35000000000001	41	26.64	43.35000000000001	41	27.06	43.350000000000016	41	26.87	43.35000000000001	41	27.15	43.350000000000016	41	26.72	43.30000000000002	41	26.95	43.35000000000001	41	26.7	43.350000000000016	41	27.71	43.35000000000001	41	28.0	43.350000000000016	41	26.56	43.350000000000016	41	27.35	43.35000000000001	41	26.25	43.350000000000016	41	25.67
hormigas: 40 iteraciones:50	43.350000000000016	41	37.79	43.35000000000001	41	37.26	43.350000000000016	41	35.37	43.350000000000016	41	34.15	43.350000000000016	41	35.18	43.35000000000001	41	37.72	43.35000000000001	41	38.44	43.350000000000016	41	37.99	43.350000000000016	41	36.35	43.35000000000001	41	36.32	43.350000000000016	41	37.34	43.350000000000016	41	35.99	43.35000000000001	41	37.1	43.350000000000016	41	36.09	43.350000000000016	41	36.13	43.35000000000001	41	36.05	43.35000000000001	41	36.02	43.35000000000001	41	34.31	43.35000000000001	41	32.95	43.35000000000001	41	33.69
hormigas: 50 iteraciones:50	43.35000000000001	41	41.29	43.35000000000001	41	43.95	43.350000000000016	41	41.73	43.350000000000016	41	41.1	43.35000000000001	41	41.25	43.35000000000001	41	41.5	43.35000000000001	41	41.84	43.350000000000016	41	43.72	43.350000000000016	41	42.05	43.350000000000016	41	41.42	43.350000000000016	41	41.9	43.350000000000016	41	41.79	43.35000000000001	41	46.89	43.350000000000016	41	45.79	43.350000000000016	41	45.17	43.350000000000016	41	44.83	43.35000000000001	41	43.81	43.350000000000016	41	42.85	43.350000000000016	41	42.13	43.350000000000016	41	42.71
hormigas: 60 iteraciones:50	43.350000000000016	41	50.43	43.350000000000016	41	50.37	43.350000000000016	41	53.44	43.35000000000001	41	60.35	43.35000000000001	41	59.15	43.350000000000016	41	64.92	43.35000000000001	41	66.43	43.350000000000016	41	53.06	43.350000000000016	41	53.87	43.350000000000016	41	52.94	43.350000000000016	41	51.53	43.350000000000016	41	52.78	43.350000000000016	41	50.78	43.35000000000001	41	49.8	43.350000000000016	41	49.91	43.350000000000016	41	49.54	43.350000000000016	41	50.61	43.350000000000016	41	49.61	43.350000000000016	41	52.03	43.350000000000016	41	49.39
hormigas: 70 iteraciones:50	43.350000000000016	41	57.84	43.35000000000001	41	57.79	43.350000000000016	41	58.1	43.350000000000016	41	57.7	43.35000000000001	41	57.38	43.35000000000001	41	57.38	43.350000000000016	41	60.94	43.350000000000016	41	57.9	43.350000000000016	41	57.58	43.350000000000016	41	57.32	43.350000000000016	41	57.61	43.350000000000016	41	57.63	43.35000000000001	41	57.6	43.350000000000016	41	57.38	43.350000000000016	41	58.3	43.350000000000016	41	57.92	43.350000000000016	41	57.76	43.35000000000001	41	57.64	43.350000000000016	41	58.32	43.35000000000001	41	63.2
hormigas: 80 iteraciones:50	43.350000000000016	41	65.98	43.35000000000001	41	68.16	43.350000000000016	41	80.18	43.350000000000016	41	79.3	43.350000000000016	41	68.48	43.350000000000016	41	72.45	43.350000000000016	41	64.86	43.35000000000001	41	64.54	43.350000000000016	41	64.42	43.350000000000016	41	66.39	43.350000000000016	41	66.49	43.35000000000001	41	68.78	43.350000000000016	41	66.25	43.35000000000001	41	63.68	43.350000000000016	41	63.33	43.350000000000016	41	67.65	43.350000000000016	41	65.57	43.35000000000001	41	67.22	43.350000000000016	41	65.35	43.35000000000001	41	66.91
hormigas: 90 iteraciones:50	43.350000000000016	41	77.29	43.350000000000016	41	82.63	43.350000000000016	41	71.78	43.350000000000016	41	71.04	43.350000000000016	41	73.9	43.350000000000016	41	73.52	43.350000000000016	41	74.84	43.350000000000016	41	76.07	43.350000000000016	41	75.69	43.350000000000016	41	76.02	43.35000000000001	41	74.77	43.350000000000016	41	74.61	43.35000000000001	41	76.6	43.350000000000016	41	73.83	43.35000000000001	41	72.86	43.35000000000001	41	75.13	43.35000000000001	41	73.75	43.350000000000016	41	74.23	43.350000000000016	41	74.59	43.350000000000016	41	77.02
hormigas: 10 iteraciones:60	43.30000000000001	41	10.58	43.350000000000016	41	10.39	43.350000000000016	41	11.82	43.30000000000001	41	10.39	43.35000000000001	41	9.96	43.35000000000001	41	9.92	43.35000000000001	41	10.44	43.35000000000001	41	10.72	43.350000000000016	41	10.5	43.35000000000001	41	11.52	43.30000000000002	41	10.08	43.350000000000016	41	10.72	43.35000000000001	41	10.17	43.35000000000001	41	10.32	43.35000000000001	41	10.39	43.350000000000016	41	9.93	43.30000000000001	41	9.87	43.30000000000001	41	9.94	43.30000000000001	41	10.02	43.350000000000016	41	10.31
hormigas: 20 iteraciones:60	43.350000000000016	41	20.62	43.35000000000001	41	21.11	43.35000000000001	41	19.81	43.35000000000001	41	20.11	43.350000000000016	41	19.59	43.35000000000001	41	19.41	43.35000000000001	41	21.12	43.35000000000001	41	19.13	43.350000000000016	41	21.23	43.35000000000001	41	20.2	43.35000000000001	41	21.59	43.35000000000001	41	21.18	43.35000000000001	41	20.28	43.35000000000001	41	19.17	43.30000000000002	41	26.53	43.35000000000001	41	24.55	43.350000000000016	41	20.2	43.35000000000001	41	20.95	43.35000000000001	41	21.29	43.35000000000001	41	20.28
